S10,S10_S10_L001_R1_001.fastq.gz,S10_S10_L001_R2_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S11,S11_S11_L001_R1_001.fastq.gz,S11_S11_L001_R2_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S12,S12_S12_L001_R1_001.fastq.gz,S12_S12_L001_R2_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
